raise6secactualavailability,"NUMERIC(15,5)",
raise60secactualavailability,"NUMERIC(15,5)",
raise5minactualavailability,"NUMERIC(15,5)",
raiseregactualavailability,"NUMERIC(15,5)",
lower6secactualavailability,"NUMERIC(15,5)",
lower60secactualavailability,"NUMERIC(15,5)",
lower5minactualavailability,"NUMERIC(15,5)",
lowerregactualavailability,"NUMERIC(15,5)",
lorsurplus,"NUMERIC(15,5)",
lrcsurplus,"NUMERIC(15,5)",
